Name,elo_overall,match_number,elo_hard,match_number_hard,elo_clay,match_number_clay,elo_grass,match_number_grass,previous_match
Alexander Hillbricht,1426.0496315006594,4,1424.5665798044663,1,1441.0,0,1441.0,0,2011-Turkey F23-Riccardo Ghedin-Alexander Hillbricht
Michal Wlodarczyk,1426.0000219543492,4,1481.0,0,1413.277993824106,1,1481.0,0,2011-Poland F9-Bastian Wagner-Michal Wlodarczyk
Andre Pinheiro,1426.0,52,1426.0,0,1426.0,0,1426.0,0,
Mateusz Skorek,1426.0,4,1426.0,0,1426.0,0,1426.0,0,
Issam Jellali,1426.0,7,1426.0,0,1426.0,0,1426.0,0,
Brad Pomeroy,1426.0,15,1426.0,0,1426.0,0,1426.0,0,
Martin Joyce,1425.9894794874858,18,1454.25388010259,15,1336.8571273538478,3,1400.0,0,2019-M25 Champaign IL-Michael Shabaz-Martin Joyce
Guilherme Sousa Severin,1425.967623058769,2,1434.072054736171,2,1400.0,0,1400.0,0,2022-M25 Idanha-a-Nova-Terence Atmane-Guilherme Sousa Severin
Ya Hui Nie,1425.909971808225,3,1478.0,0,1410.533511252716,2,1478.0,0,2019-M15 Anning 1-Eric Vanshelboim-Ya Hui Nie
Hendrik Jebens,1425.867464574653,44,1525.81908701806,25,1418.708590441497,11,1189.1088830594465,8,2022-Barletta CH-Luciano Darderi-Hendrik Jebens
Patrick Maloney,1425.8354599559943,4,1455.4765268076403,3,1364.6844079791822,1,1400.0,0,2022-Rome CH-Patrick Kypson-Patrick Maloney
Milos Karol,1425.831726356142,32,1507.323778054745,10,1385.8012780013457,19,1423.7335128294412,3,2022-M15 Velenje-Lukas Pokorny-Milos Karol
Myles Blake,1425.817120223883,52,1492.9140200034633,7,1416.887861549373,12,1387.3290918137457,1,2011-Austria F5-Michal Konecny-Myles Blake
Bogdan Andrii,1425.806996779682,5,1469.0,0,1401.4535433276596,2,1469.0,0,2010-Bucharest-Alexander Ward-Bogdan Andrii
Jaime Fermosell Delgado,1425.7907514623453,6,1439.0468268611894,5,1397.0610499410282,1,1400.0,0,2018-Segovia CH-Albano Olivetti-Jaime Fermosell Delgado
Tanner K Smith,1425.776665674314,16,1427.1193783536264,16,1400.0,0,1400.0,0,2020-M15 Cancun 2-Shintaro Mochizuki-Tanner K Smith
Yaoki Ishii,1425.7638322074795,77,1429.5276980038134,16,1388.2159704256005,2,1501.7155972284622,5,2011-USA F25-Darian King-Yaoki Ishii
Yankel Zemel,1425.7248119461703,110,1444.1417426692308,107,1334.2358565191334,3,1400.0,0,2021-M15 Santo Domingo-Alfredo Perez-Yankel Zemel
Thomas Muster,1425.6891817913372,29,1373.0960998919534,4,1462.2097875615164,24,1437.295093224439,1,2011-Salzburg CH-Dennis Bloemke-Thomas Muster
Matias Bekerman,1425.6545976359942,6,1501.0,0,1412.748802662306,4,1501.0,0,2012-Argentina F1-Tomas Lipovsek Puches-Matias Bekerman
Robert Phillips Pd13,1425.6119032605054,19,1407.0597539119435,1,1452.0,0,1452.0,0,2012-Australia F12-Andrew Whittington-Robert Phillips Pd13
Pavel Krainik,1425.5265795319694,337,1435.7358243863323,228,1441.701400533026,103,1310.9874008675595,3,2019-Lexington CH-Alexander Ritschard-Pavel Krainik
George Stoupe,1425.4364853892528,8,1421.6418919072914,8,1400.0,0,1400.0,0,2019-M15 Te Anau-Shuichi Sekiguchi-George Stoupe
Santiago Bramajo,1425.3739100803216,15,1400.0,0,1465.1989669452814,15,1400.0,0,2022-M25 Mataro-Raul Brancaccio-Santiago Bramajo
Deni Zmak,1425.3500350774275,45,1433.0,0,1440.0155538040135,16,1433.0,0,2022-M25 Rovinj-Alen Rogic Hadzalic-Deni Zmak
Johann Willems,1425.2253597502922,66,1457.8662510268573,11,1418.3509037762285,52,1222.9978687348212,3,2022-M15 Kamen-Oscar Moraing-Johann Willems
Rafael Sanchez Navas,1425.1747228425568,2,1479.0,0,1413.5236847100018,1,1479.0,0,2017-Spain F32-Philip Bachmaier-Rafael Sanchez Navas
Antoine Gaudon,1425.1455653008118,1,1431.0198391688887,1,1400.0,0,1400.0,0,2016-France F5-Maxime Teixeira-Antoine Gaudon
Predrag Nedeljkovic,1425.1435942042474,3,1466.0,0,1466.0,0,1407.99705469655,1,2010-Greece F2-Robert Rumler-Predrag Nedeljkovic
Bruno Savi,1425.1346390021154,2,1400.0,0,1437.332953755554,2,1400.0,0,2016-USA F36-Jose Rubin Statham-Bruno Savi
Taylor Fogleman,1425.0886584337252,10,1428.351884309747,3,1451.430450708924,4,1464.0,0,2011-USA F12-David Emery-Taylor Fogleman
Ivo Mijic,1425.0212460217435,158,1324.575342689543,11,1446.162330366673,135,1498.0,0,2015-Turkey F47-Tomislav Brkic-Ivo Mijic
Hamad Abbas Janahi,1425.0147120486579,5,1418.1195124754865,4,1481.0,0,1481.0,0,2015-Dubai-James Ward-Hamad Abbas Janahi
Miles Bugby,1425.000444167625,54,1437.116725718069,42,1432.2397847645873,1,1453.794577347507,10,2014-Queen's Club-Luke Saville-Miles Bugby
Cezar Sincan Johansson,1425.0,7,1425.0,0,1425.0,0,1425.0,0,
Oliver Evans,1425.0,6,1425.0,0,1425.0,0,1425.0,0,
Khalid Al Nabhani,1425.0,7,1425.0,0,1425.0,0,1425.0,0,
Yassine El Ghazi,1425.0,5,1425.0,0,1425.0,0,1425.0,0,
Francesco Arciuli,1424.9847199608016,2,1479.0,0,1412.2561188094003,1,1479.0,0,2010-Italy F13-Davide Della Tommasina-Francesco Arciuli
Simeon Rossier,1424.9459155427269,153,1409.6985073092424,89,1393.42839532311,48,1500.033247091534,16,2017-France F16-Johan Sebastien Tatlot-Simeon Rossier
Joseph Correa,1424.8456778412158,5,1463.7912061859824,1,1442.7895945467399,3,1484.0,0,2014-Salinas CH-Jesse Witten-Joseph Correa
Elgin Khoeblal,1424.7445502483015,6,1400.0,0,1441.8227840381387,6,1400.0,0,2022-Amersfoort CH-Adrian Andreev-Elgin Khoeblal
Rohan Murali,1424.7364737272012,3,1425.2389989466087,3,1400.0,0,1400.0,0,2021-J1 San Diego-Victor Lilov-Rohan Murali
Hunter Tubert,1424.6797138619984,4,1441.1230031953778,4,1400.0,0,1400.0,0,2016-Columbus 2 CH-Hunter Callahan-Hunter Tubert
Alejandro Sanchez Gonzalez,1424.648555407211,3,1400.0,0,1450.0552364751688,3,1400.0,0,2020-M15 Paguera-Francesco Passaro-Alejandro Sanchez Gonzalez
Kristian Lozan,1424.6317527735578,189,1377.3188197274715,84,1499.2128389639731,103,1393.2756701600579,2,2020-M15 Kazan 2-Mikalai Haliak-Kristian Lozan
Eward Covalschi,1424.6167002658835,2,1427.9057149415414,2,1400.0,0,1400.0,0,2016-Winnetka CH-Dennis Nevolo-Eward Covalschi
Wesley Whitehouse,1424.602593206461,8,1438.6181352378555,7,1384.6895369500235,1,1400.0,0,2015-South Africa F3-Lucas Catarina-Wesley Whitehouse
Andres Bucaro,1424.5415365087704,3,1460.1118815366756,1,1442.9755630266136,1,1481.0,0,2014-Davis Cup G2 PO: BOL vs GUA-Hugo Dellien-Andres Bucaro
Florian Fallert,1424.5284422541397,311,1390.805071560341,61,1476.2585254895835,201,1335.8702909581616,49,2019-M15 Doha 4-Marat Deviatiarov-Florian Fallert
Ju Hae Moon,1424.5137105330125,72,1433.6973894482758,46,1366.439334614034,15,1520.8464765248666,4,2019-M15 Changwon-Seong Gook Oh-Ju Hae Moon
Kevin Harris,1424.5005850297987,2,1415.395877531086,1,1473.0,0,1473.0,0,2010-USA F15-Daniel Chu-Kevin Harris
Kirac Bekisoglu,1424.461508820127,6,1401.312126055735,4,1412.9596608329448,2,1400.0,0,2017-Prince George’s County International Hard Court Junior Tennis Championships-Axel Geller-Kirac Bekisoglu
Mitja Zajsek,1424.428736597674,3,1459.0,0,1418.6603677123062,1,1459.0,0,2014-Slovenia F3-Tomislav Ternar-Mitja Zajsek
Arkaitz Manzarbeitia Ugate,1424.4050186783356,9,1448.4007896345283,3,1436.4860764292823,3,1470.0,0,2014-Spain F16-David Perez Sanz-Arkaitz Manzarbeitia Ugate
Arthur Mattos,1424.4038752742779,4,1446.0,0,1421.7398522954015,1,1446.0,0,2010-Brazil F16-Jose Pereira-Arthur Mattos
Yusuke Takemoto,1424.3722420827112,2,1400.0,0,1431.5802562128315,2,1400.0,0,2014-Spain F29-Juan Lizariturry-Yusuke Takemoto
Chang Yeong Oh,1424.3316574120288,5,1430.038048677436,5,1400.0,0,1400.0,0,2016-Australian Open Boys-Djurabek Karimov-Chang Yeong Oh
Stefan Perez Senent,1424.2619995955815,4,1422.4899167237668,1,1442.0,0,1442.0,0,2013-Spain F42-Adrian Sikora-Stefan Perez Senent
Itsuki Imina,1424.2442928568703,6,1407.1797885860035,4,1400.0,0,1472.8495293614028,2,2016-Japan F1-Yuuya Kibi-Itsuki Imina
Kim Ivor Saraza,1424.0988831862971,2,1428.9219888635523,2,1400.0,0,1400.0,0,2010-21st Mitsubishi-Lancer International Juniors Championships-Mate Zsiga-Kim Ivor Saraza
Rong Ma,1424.0158645837105,3,1411.1344640288899,2,1484.0,0,1484.0,0,2016-Maui CH-Hsien Yin Peng-Rong Ma
Sebastiaan Bonapart,1424.010249941645,18,1319.2484689105918,2,1471.7064787642635,16,1400.0,0,2014-Morocco F6-Gabor Borsos-Sebastiaan Bonapart
Gregorio Lulli,1424.0035713406469,20,1339.6271167352552,2,1462.7570283617722,18,1400.0,0,2019-M15 Antalya 25-Luca Gelhardt-Gregorio Lulli
Borja Malo,1424.0,38,1424.0,0,1424.0,0,1424.0,0,
Cesar Bracho,1424.0,4,1424.0,0,1424.0,0,1424.0,0,
Ivan Tsiganov,1423.939391023569,2,1472.0,0,1414.6113098329038,1,1472.0,0,2014-Russia F8-Ilya Polonskiy-Ivan Tsiganov
Rafael De Alba,1423.927982911818,23,1462.3275288961245,15,1399.6663028061107,8,1400.0,0,2020-J1 Porto Alegre-Gustavo Heide-Rafael De Alba
Pengyu Lu,1423.9033055772472,7,1436.0885732969186,7,1400.0,0,1400.0,0,2019-J1 Nanjing-Hanwen Li-Pengyu Lu
Daniel Stahl,1423.8512010461397,30,1530.9449462844398,17,1368.9268929754185,13,1400.0,0,2012-Canada F7-Bjorn Fratangelo-Daniel Stahl
Matthis Ross,1423.7605386138973,3,1406.7583369208191,2,1400.0,1,1400.0,0,2019-M25 Naples FL 1-Alejandro Moro Canas-Matthis Ross
Fletcher Scott,1423.741810819704,46,1386.1328879089494,18,1446.3413374021613,28,1400.0,0,2022-M15 Lakewood CA-Alexander Petrov-Fletcher Scott
Petar Trendafilov,1423.7140804401138,80,1361.3331066299108,9,1448.2435829046115,58,1378.0,0,2016-Serbia F7-Alexandar Lazarov-Petar Trendafilov
Anouch Rezai,1423.6735368136144,2,1400.0,0,1435.8540683173944,2,1400.0,0,2011-Iran F3-Grzegorz Panfil-Anouch Rezai
Philipp Schroll,1423.6082460317893,55,1452.1831631406496,7,1426.8450935288859,48,1400.0,0,2019-M15 Ueberlingen-Jonas Trinker-Philipp Schroll
Florin Dimitrie Sorodoc,1423.5944276622015,4,1463.0,0,1400.6732439971697,1,1463.0,0,2010-Romania F1-Marcel Ioan Miron-Florin Dimitrie Sorodoc
Baris Erguden,1423.5610035831396,206,1448.3387858702165,175,1381.7133042926075,11,1317.8988448580112,3,2016-Turkey F21-Fabiano De Paula-Baris Erguden
Kweisi Kenyatte,1423.4265344394107,5,1430.043573135123,5,1400.0,0,1400.0,0,2021-M25 Columbus OH-Olukayode Alafia Damina Ayeni-Kweisi Kenyatte
Colton Smith,1423.3951570555162,5,1400.062824564903,5,1400.0,0,1400.0,0,2021-US Open Boys-Pierre Yves Bailly-Colton Smith
Vishal Punna,1423.3042931983812,10,1418.0295403150517,4,1486.0,0,1486.0,0,2017-Bangalore CH-Kunal Anand-Vishal Punna
Bart Govaerts,1423.282671153935,75,1314.100042694529,3,1449.9240533444006,40,1471.0,0,2011-Belgium F8-Guillermo Hormazabal-Bart Govaerts
Young Hoon Jeong,1423.2175002172903,43,1448.3610057945466,31,1424.0502962985013,10,1468.0,0,2019-M15 Hua Hin 2-Ryota Tanuma-Young Hoon Jeong
Filipe Brandao,1423.1926998214162,190,1454.9528880206167,26,1407.6675787265385,153,1405.0,0,2019-M25 Tavira-Evan Hoyt-Filipe Brandao
Mattia Mannocci,1423.1597083478225,2,1400.0,0,1431.4755253220605,2,1400.0,0,2016-Perugia CH-Marcelo Zormann Da Silva-Mattia Mannocci
Alexei Miller,1423.1433093454123,5,1478.0,0,1430.6636127885658,4,1478.0,0,2015-Russia F5-Dmitry Surchenko-Alexei Miller
Mihailo Popovic,1423.0982314784678,8,1400.0,0,1427.8986731460627,8,1400.0,0,2019-M15 Zlatibor-Duje Kekez-Mihailo Popovic
Joffrey De Schepper,1423.0501440526207,148,1447.590431704122,81,1459.4753288334316,62,1305.253303488512,5,2020-M15 Toulouse-Ronan Joncour-Joffrey De Schepper
Thomas Cristian Hodel,1423.0,4,1423.0,0,1423.0,0,1423.0,0,
Pablo Lijo Santos,1423.0,5,1423.0,0,1423.0,0,1423.0,0,
Oscar Fabian Matthews,1422.9518956152497,46,1438.3814314113072,46,1400.0,0,1400.0,0,2015-Mexico F6-Wilfredo Gonzalez-Oscar Fabian Matthews
Nicolas Gustavo Kauer,1422.8948825925463,121,1382.4526916569318,6,1467.3861956763926,105,1403.0,0,2013-Chile F3-Guillermo Rivera Aranguiz-Nicolas Gustavo Kauer
Dominik Pfeiffer,1422.8873415100554,12,1496.0,0,1448.4886477566513,1,1412.093522293382,2,2011-s-Hertogenbosch-Rogier Wassen-Dominik Pfeiffer
Scott Puodziunas,1422.878075332697,118,1428.7481693140687,79,1240.292861010085,25,1494.6759615172646,14,2020-M25 Geelong-Luke Saville-Scott Puodziunas
Paul Hanley,1422.804151048591,5,1436.5468119129125,2,1439.8819190011866,1,1464.0,0,2013-Metz-Nicholas Monroe-Paul Hanley
Ivan Davydov,1422.8000446474725,168,1390.2515437253694,52,1471.473763695462,113,1280.9672095385731,3,2021-M15 St. Petersburg-Yanki Erel-Ivan Davydov
Paul Bishop,1422.757277677126,11,1409.4932051744286,1,1440.8196150379972,2,1429.0,0,2010-USA F7-Catalin Ionut Gard-Paul Bishop
Nicholas John Andrews,1422.7420682268234,11,1456.2647108669273,3,1438.0503050798593,2,1489.6906083043937,3,2012-Brazil F33-Nicolas Santos-Nicholas John Andrews
Gibril Diarra,1422.672470869251,333,1381.4095954459003,33,1457.7003702708569,285,1318.1276667193106,12,2020-M15 Porec-Pietro Rondoni-Gibril Diarra
Leif Berger,1422.6334910850512,3,1479.0,0,1423.8084987399645,1,1451.6647812620954,1,2010-Aachen CH-Dieter Kindlmann-Leif Berger
Stefan Lindmark,1422.56156903966,26,1444.6558957441955,12,1449.3336081576047,12,1423.835422118882,1,2015-Bastad-Peter Luczak-Stefan Lindmark
Lorenzo Fucile,1422.4851925796406,2,1400.0,0,1427.805158066903,2,1400.0,0,2018-Belgium F2-Germain Gigounon-Lorenzo Fucile
Dominik Kellovsky,1422.4664512358727,219,1464.7018821873821,139,1388.5471471913474,71,1350.072747449427,9,2022-M25+H Ajaccio-Calvin Hemery-Dominik Kellovsky
Augusto Stodart,1422.4260356751295,2,1400.0,0,1434.3750469477377,2,1400.0,0,2015-Argentina F1-Hernan Casanova-Augusto Stodart
Lodewijk Weststrate,1422.4135453353479,44,1415.511015958545,19,1440.1505766456407,25,1400.0,0,2022-M25 Den Haag-Dax Donders-Lodewijk Weststrate
Fabricio Burdisso,1422.3681798807904,76,1483.0,0,1452.5442219211227,75,1483.0,0,2013-Brazil F18-Rafael Camilo-Fabricio Burdisso
Jaymon Crabb,1422.2954786959199,19,1423.7034572308446,3,1456.2287330769648,6,1512.0,0,2014-France F11-Morgan Bourbon-Jaymon Crabb
Thomas Price,1422.2896412731075,3,1425.104489224054,3,1400.0,0,1400.0,0,2010-Australian Open Boys-Jea Moon Lee-Thomas Price
Jimmy Roberts,1422.2757701171688,2,1410.5493038726543,2,1400.0,0,1400.0,0,2013-Greece F20-Bastian Trinker-Jimmy Roberts
Jose Roberto Burboa,1422.201969402324,3,1413.5015044053932,1,1469.0,0,1469.0,0,2014-Mexico F5-Shao Fan Liu-Jose Roberto Burboa
Aleksandr Kalinin,1422.1316783922284,9,1371.6937592481809,4,1440.1304913163467,5,1400.0,0,2022-M15 Budva-Savriyan Danilov-Aleksandr Kalinin
Ahmad Rabeea Muhammad,1422.104630065439,16,1447.2427914254815,4,1386.0,0,1386.0,0,2010-Kuwait F2-Uros Petronijevic-Ahmad Rabeea Muhammad
Keith Patrick Crowley,1422.083213972082,123,1422.8794751463563,91,1362.718684576429,31,1486.0,0,2016-Drummondville CH-Daniel Smethurst-Keith Patrick Crowley
Christopher Simpson,1422.0488874449002,10,1464.9980388406045,3,1450.2874651195991,2,1410.4861833462548,3,2013-Great Britain F15-Luke Bambridge-Christopher Simpson
Joao Pedro Duarte,1422.0419387477568,2,1476.0,0,1409.3146325040366,1,1476.0,0,2010-Brazil F38-Idio Escobar-Joao Pedro Duarte
Ryan Mayer,1422.0005872093968,3,1411.4521608359785,3,1400.0,0,1400.0,0,2012-Mexico F7-Bruno Rodriguez-Ryan Mayer
Daniele Piludu,1422.0,11,1422.0,0,1422.0,0,1422.0,0,
Walid Jallali,1422.0,23,1422.0,0,1422.0,0,1422.0,0,
Lorenzo Di Giovanni,1421.9695885883311,5,1449.0,0,1420.8909805407447,1,1449.0,0,2011-Spain F9-Sebastien Rocher-Lorenzo Di Giovanni
Tadej Turk,1421.96914563311,9,1438.0,0,1397.1949126454958,3,1438.0,0,2011-Croatia F6-Ante Pavic-Tadej Turk
Janis Podzus,1421.8921049236214,127,1358.694937246568,53,1481.1259349936802,60,1364.3065473809006,14,2019-M25 Falun-Patrik Niklas Salminen-Janis Podzus
Jai Corbett,1421.8465083139256,15,1461.2472776308746,14,1400.0,0,1348.3027563365936,1,2020-M25 Mildura-Vincent Stouff-Jai Corbett
Denis Semenikhin,1421.7873802222423,2,1400.0,0,1418.6051281223222,2,1400.0,0,2017-Ukraine F2-Pietro Rondoni-Denis Semenikhin
Alexey Tumakov,1421.7272840486462,1,1420.7793056426603,1,1400.0,0,1400.0,0,2012-Penza CH-Laurent Recouderc-Alexey Tumakov
Egor Puntus,1421.6900646652134,15,1422.0722967367885,15,1400.0,0,1400.0,0,2012-USA F26-Tyler Hochwalt-Egor Puntus
Emilio Misas Pereda,1421.6490555759578,2,1400.0,0,1429.1562926060526,2,1400.0,0,2012-Spain F26-Jose Checa Calvo-Emilio Misas Pereda
Julian Onken,1421.6488178373443,108,1345.3963927695434,8,1446.2990576869975,98,1400.8660967347798,2,2018-Germany F16-Leopold Zima-Julian Onken
Florent Scaccianoce,1421.631639395923,3,1408.3521270434126,2,1495.0,0,1495.0,0,2015-Brazil F8-Antonioni Fasano-Florent Scaccianoce
Shota Tange,1421.5891824257108,2,1400.0,0,1400.0,0,1436.2107502292135,2,2019-M15 Akishima-Rio Noguchi-Shota Tange
Bogdan Pavel,1421.5660070148492,39,1400.0,0,1440.8312782824003,39,1400.0,0,2022-M15 Belgrade-Duje Kekez-Bogdan Pavel
Photos Kallias,1421.515233620477,110,1429.7918041770492,1,1311.2324695466868,5,1525.0,0,2012-Bastad-Henri Laaksonen-Photos Kallias
Peter Miklusicak,1421.4867339650891,14,1428.5140330302022,2,1440.679966079272,7,1496.0,0,2013-Mexico F2-Antoine Benneteau-Peter Miklusicak
Derek Difazio,1421.476979410475,5,1365.5360398652144,1,1460.005356568679,4,1400.0,0,2010-USA F28-Philip Bester-Derek Difazio
Daniel Knoflicek,1421.4116680789416,4,1400.0,0,1382.787379145169,1,1447.2018491881618,3,2014-Czech Republic F5-Pavel Nejedly-Daniel Knoflicek
Ramon Guedez,1421.3570209419015,4,1433.7837510213967,1,1457.5609844868807,2,1475.0,0,2011-Venezuela F8-Maciek Sykut-Ramon Guedez
Mohamed Aziz Dougaz,1421.3403611317249,18,1397.0201479442435,7,1445.877521847855,11,1400.0,0,2016-USA F40-Kaichi Uchida-Mohamed Aziz Dougaz
Braden Shick,1421.2910097904519,13,1448.2881785017803,11,1400.0,0,1392.3557828478392,2,2021-US Open Boys-Joao Victor Couto Loureiro-Braden Shick
Bjorn Swenson,1421.2847783660843,8,1425.4999640981443,8,1400.0,0,1400.0,0,2022-M15 Lakewood CA-Jack Anthrop-Bjorn Swenson
Ferran Calvo Eman,1421.2751103032842,23,1358.6742380311287,4,1458.7473362465473,19,1400.0,0,2018-USA F31-Andrew Watson-Ferran Calvo Eman
Trey Strobel,1421.267281762028,22,1443.8069221362312,18,1380.6382746210636,4,1400.0,0,2012-US Open Boys-Maxime Hamou-Trey Strobel
Ilias Giannakakis,1421.2504206096698,5,1421.5779388235708,4,1485.0,0,1485.0,0,2013-Greece F14-Charalampos Kapogiannis-Ilias Giannakakis
Alejandro Turriziani Alvarez,1421.220808217574,6,1463.9523088358303,5,1375.14159486995,1,1400.0,0,2022-Malaga CH-James Mccabe-Alejandro Turriziani Alvarez
Kento Takeuchi,1421.2037498270945,682,1445.9978224264935,516,1398.089998451204,43,1310.4150460600629,12,2022-M25 Chiang Rai-Shintaro Imai-Kento Takeuchi
Benjamin Tullou,1421.1037710819185,2,1427.0203217744536,2,1400.0,0,1400.0,0,2016-France F17-Hugo Nys-Benjamin Tullou
Luca Castelnuovo,1421.0873456277363,176,1419.0636479634957,93,1470.91825416084,70,1245.3198604602617,13,2022-M25 Roehampton-Stuart Parker-Luca Castelnuovo
Andrei Plotniy,1421.0813584949049,218,1455.5673845534006,77,1427.0312425851848,58,1264.7090164587537,4,2015-Turkey F38-Liam Broady-Andrei Plotniy
Bogdan Buneci,1421.0,4,1421.0,0,1421.0,0,1421.0,0,
Slah Mbarek,1420.9715803775973,16,1428.6524880615398,4,1426.990763097038,1,1439.0,0,2010-Tunisia F3-Mohamed Safwat-Slah Mbarek
Raphael Lustenberger,1420.9411285003212,44,1395.3790992898062,11,1635.2378926110541,19,1320.1245491496916,8,2012-Switzerland F3-Matthias Kolbe-Raphael Lustenberger
Jorge Cavero,1420.9267042127244,14,1480.0,0,1440.8552559145733,13,1480.0,0,2021-M15 Naples FL-Juan Ignacio Galarza-Jorge Cavero
Luciano Tacchi,1420.9021124228243,37,1400.0,0,1440.3750207974783,37,1400.0,0,2022-Buenos Aires CH-Jorge Brian Panta Herreros-Luciano Tacchi
Filippo Bettini,1420.8451145066076,3,1459.9357631574521,1,1430.4676564585661,1,1492.0,0,2018-Italy F30-Mike Loccisano-Filippo Bettini
Oscar Moraing,1420.745913054305,77,1439.704716986606,44,1403.958457097391,31,1310.021669116593,2,2022-M25+H Kassel-Max Hans Rehberg-Oscar Moraing
Jacob Bullard,1420.7220063009324,25,1474.4004765791044,21,1326.724953345987,4,1400.0,0,2022-M15 Lakewood CA-Kyle Kang-Jacob Bullard
Ivan Turudic,1420.7099508901579,6,1462.1498291193243,1,1410.7637846882833,3,1482.0,0,2010-Bosnia & Herzegovina F7-Dejan Katic-Ivan Turudic
Antoine Tassart,1420.6713878104151,99,1423.1522711960447,27,1435.3831157569814,21,1419.0,0,2011-France F15-Erik Crepaldi-Antoine Tassart
Wally Thayne,1420.637473718577,1,1425.4979421646162,1,1400.0,0,1400.0,0,2020-M15 Sharm El Sheikh-Pablo Vivero Gonzalez-Wally Thayne
Frederick Saba,1420.6056607018963,21,1476.2466299324246,6,1392.2543621063764,13,1466.0,0,2015-Canada F10-Gianluigi Quinzi-Frederick Saba
Enrique Robles,1420.5501555516596,3,1413.7895850164905,1,1459.0,0,1459.0,0,2010-Mexico F11-Ty Trombetta-Enrique Robles
Giorgio Ricca,1420.5116144409976,210,1407.7550616952108,152,1478.3430321511526,50,1364.621500079229,8,2022-Todi CH-Francesco Maestrelli-Giorgio Ricca
Jonathan Magadan,1420.4285621921017,3,1419.869817098773,2,1480.0,0,1480.0,0,2011-Mexico F10-Manuel Sanchez-Jonathan Magadan
Diego Zegarra,1420.3415050598899,2,1400.0,0,1427.777218092437,2,1400.0,0,2011-Bolivia F1-Guillermo Carry-Diego Zegarra
Charles Minc,1420.3311921096279,2,1400.0,0,1434.0291555170495,2,1400.0,0,2013-Belgium F3-Juan Carlos Saez-Charles Minc
Edberg Espinoza Guerrero,1420.282973481686,5,1402.6358218017376,1,1466.0,0,1466.0,0,2010-Venezuela F1-Sergio Galdos-Edberg Espinoza Guerrero
Chun Ming Yam,1420.1146968991486,2,1413.6724364090746,1,1475.0,0,1475.0,0,2015-Hong Kong F3-Shao Fan Liu-Chun Ming Yam
Jean Baptiste Poux Gautier,1420.0537340909593,6,1489.0,0,1406.6354600150112,3,1489.0,0,2012-Spain F9-Juan Sebastian Gomez-Jean Baptiste Poux Gautier
Vitor Manzini,1420.0473010031717,22,1405.0,0,1437.0757400000186,1,1405.0,0,2010-Brazil F16-Leonardo Kirche-Vitor Manzini
Nuri Ersin Tarim,1420.0,4,1420.0,0,1420.0,0,1420.0,0,
Dekel Valtzer,1420.0,33,1420.0,0,1420.0,0,1420.0,0,
Oriol Hernandez Pastor,1420.0,10,1420.0,0,1420.0,0,1420.0,0,
Younes Ben Abderrahman,1420.0,5,1420.0,0,1420.0,0,1420.0,0,
Guanarteme Nuez Delgado,1419.938770749016,7,1467.5535835764094,6,1367.6894094739114,1,1400.0,0,2017-USA F35-Francisco Cerundolo-Guanarteme Nuez Delgado
Takahiro Inoue,1419.923432929171,10,1439.5408703957546,2,1469.0,0,1425.5385547160067,1,2015-Guam F1-Brendan Moore-Takahiro Inoue
Thomas Brechemier,1419.9008732294838,168,1498.5940788041646,82,1435.0644039383208,82,1348.9577807664486,4,2018-Portugal F20-Pedro Araujo-Thomas Brechemier
Franko Miocic,1419.8833998314717,70,1460.001689373278,20,1440.7317489019656,50,1400.0,0,2014-Turkey F39-Aleksandre Metreveli-Franko Miocic
Loic Perret,1419.8781455646024,163,1446.661607392367,48,1439.2094289151037,114,1294.0504565886438,1,2018-Tunisia F37-Dimitriy Voronin-Loic Perret
Piero Luisi,1419.8749904619717,148,1475.0195548729107,59,1328.498159786518,19,1642.0,0,2014-Venezuela F2-Nicolas Alberto Arreche-Piero Luisi
Michael Alford,1419.8625007557805,3,1400.0,0,1411.926236543392,3,1400.0,0,2010-USA F12-Piero Luisi-Michael Alford
Alexander Crnokrak,1419.7724048718085,97,1433.3423097862117,83,1348.8710785221406,6,1488.9628047965143,8,2022-M15 Monastir-Tao Mu-Alexander Crnokrak
Abdullah Maqdas,1419.6540716943025,189,1468.8631467911396,128,1463.338174667151,52,1415.4007561245678,4,2017-Kuwait F3-Alexander Day-Abdullah Maqdas
Alvaro Cajigal,1419.5385302096188,13,1429.4825958838635,4,1433.1788172989166,8,1479.0,0,2010-Spain F30-Mike Vermeer-Alvaro Cajigal
Juan Pablo Barriga,1419.5359835644433,7,1421.5387545894803,5,1497.0,0,1497.0,0,2014-Mexico F4-Pavel Krainik-Juan Pablo Barriga
Bart Stevens,1419.5300343190927,109,1437.59795809439,24,1456.0108205557021,83,1294.0983290724266,2,2022-Amersfoort CH-Martin Krumich-Bart Stevens
Pirmin Haenle,1419.50924469635,359,1442.306813646215,87,1463.1871803208198,158,1252.492147377321,28,2017-Bangkok CH-Pirmin Haenle-Germain Gigounon
Michael Feucht,1419.5064495396916,10,1400.0,0,1439.018919251282,10,1400.0,0,2021-TC Augsburg Siebentisch - TC Weinheim 1902 1-Michael Feucht-Torben Steinorth
Federico Campana,1419.4112673190875,24,1400.0,0,1449.3427370094073,24,1400.0,0,2022-M15 Casablanca-Federico Iannaccone-Federico Campana
Miguel Diaz,1419.2823775658003,7,1432.1662639068593,7,1400.0,0,1400.0,0,2017-Thailand F10-Cheong Eui Kim-Miguel Diaz
